12430012063.C1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Energy_Savings.Active_Power_X1,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,12430012063.Maintenance_Package.Tool_Changer_Main_lubriTOOL,12430012063.Maintenance_Package.Tool_Changer_Main,Label
1.5,3.126358695652174,53.5279,179.81621848739482,0.5,317.3793103448276,1.0,0.5,28.105,74.39,1.2585365853658537,2.5,0.18315789473684213,1.5,0.5,24.765,354.875,-304.4475438596491,13.73913043478261,2019-11-20 09:34:30.170,,,,,,,,,,,i.O.
1.5714285714285714,1.7632183908045975,-223.57662499999995,184.3504464285714,0.5074626865671642,317.5,0.6666666666666666,0.5,,,0.6740740740740747,0.85,0.1896296296296296,4.166666666666667,0.5,24.766666666666666,8.8,-302.5818018018019,13.766666666666667,2019-11-20 09:34:53.847,416.853,0.05263157894736842,1011.6666666666664,367.525,,,,,,,i.O.
1.0,1.3981770833333345,382.34162500000014,181.43026785714298,0.5,317.3,2.333333333333333,0.5,28.067142857142862,74.38,0.047826086956521734,0.4782608695652174,0.14226415094339626,9.0,0.6,,-156.0,-302.535945945946,12.5625,2019-11-20 09:35:16.250,-60.904,0.04814814814814815,3049.5,384.03,,,,,,,i.O.
1.5,1.0652777777777782,700.2045714285715,177.692972972973,0.4923076923076923,317.1282051282052,1.6666666666666667,1.0,28.032857142857146,,0.05,0.5,0.15134615384615385,0.5,1.0,,26.0,-303.4183486238532,17.35,2019-11-20 09:35:38.677,-111.657,0.05428571428571431,0.0,397.96,,,,,,,i.O.
1.5454545454545454,0.2255882352941179,-132.68714285714282,175.6166964285714,0.5084745762711864,317.0625,1.5,1.0,28.0,74.37,0.05000000000000001,0.5294117647058824,0.14140350877192984,3.0,0.6666666666666666,,67.9090909090909,-302.54027027027024,16.608695652173914,2019-11-20 09:36:00.879,4.0605,0.052000000000000005,4358.5,410.085,,,,,,,i.O.
1.4,0.2130555555555558,127.75799999999998,183.63008928571426,0.4931506849315068,317.3939393939394,1.6666666666666667,1.0,27.97,74.36,0.05,0.4705882352941176,0.14365384615384616,11.75,0.8,,-129.63636363636363,-302.5998198198198,13.85,2019-11-20 09:36:23.300,36.5425,0.05,1133.0,428.07,5.5,,,,,,i.O.
1.5384615384615383,0.20184210526315813,930.6755714285716,178.61207207207192,0.5,317.25,1.5,0.6666666666666666,27.936,,0.05,0.5,0.1345833333333333,1.5,1.0,24.8,-92.36363636363636,-303.49963636363634,15.3125,2019-11-20 09:36:45.710,-203.013,0.06428571428571428,0.0,442.96,5.533333333333332,,,,,,i.O.
1.4444444444444444,0.21071428571428602,322.86622222222223,179.16651785714288,0.5,317.13953488372096,2.0,0.42857142857142855,27.901999999999997,74.35,0.05,0.52,0.19423076923076926,2.8571428571428568,0.8,24.8008695652174,77.88461538461539,-303.5181818181818,19.0625,2019-11-20 09:37:07.911,,0.05909090909090909,4252.0,453.025,5.454545454545454,,,,,,i.O.
1.6666666666666667,0.7989583333333337,-269.504125,182.77437500000005,0.5,317.1111111111111,1.3333333333333333,0.5,27.864615384615394,,0.05,0.4857142857142857,0.15875000000000009,2.333333333333333,0.6666666666666666,24.800000000000004,25.16666666666667,-302.617027027027,15.666666666666664,2019-11-20 09:37:30.317,415.4995,0.045454545454545456,2775.0,471.875,5.5,32.881,,,,,i.O.
1.4285714285714286,0.8247311827956997,85.09450000000002,187.00725663716807,0.5074626865671642,317.10526315789474,1.5,1.0,27.841999999999995,74.34,,0.5,0.18185185185185185,18.25,1.8571428571428568,,-91.63636363636364,-302.61477477477484,13.526315789473689,2019-11-20 09:37:52.718,1607.41,0.08000000000000003,-8254.0,369.9875,5.333333333333333,-3.0825,1496.0,-400.655,,,i.O.
1.5,1.337790697674419,905.0972857142856,179.5641441441441,0.4931506849315068,317.5,0.5,0.5,27.81,74.33,0.03333333333333333,0.5,0.16727272727272724,0.7142857142857143,0.8,,-54.28571428571429,-303.46263636363636,15.3125,2019-11-20 09:38:15.317,,0.10555555555555557,0.0,367.96,,,,,,,i.O.
1.6666666666666667,0.20184210526315813,209.718,180.64821428571426,0.5,317.5,1.6666666666666667,1.0,27.77818181818181,,,0.5,0.1844230769230769,8.0,0.8333333333333334,,97.35294117647058,-303.46436363636366,19.5625,2019-11-20 09:38:37.529,228.051,0.15128205128205133,4351.5,378.025,,,,,,,i.O.
1.4,1.0092105263157904,-331.984375,183.15607142857155,0.5072463768115942,317.5,1.3333333333333333,1.0,27.78,74.32,,0.5,0.16055555555555562,1.75,0.8333333333333334,,66.6875,-302.6183783783784,16.1,2019-11-20 09:38:59.947,205.7195,0.15000000000000008,3343.5,396.43,,,,,,,i.O.
1.5,0.998697916666667,338.745375,179.23357142857148,0.4925373134328358,317.44,1.5,0.5,27.742,,,0.5,0.14018181818181816,9.5,0.8333333333333334,24.837142857142855,-53.80952380952381,-302.59558558558564,13.866666666666667,2019-11-20 09:39:22.347,-49.62533333333334,0.15000000000000008,776.0,413.00666666666666,,,,,,,i.O.
,0.8522222222222221,922.9485714285713,171.6912612612613,0.5079365079365079,317.3,1.6666666666666667,1.0,27.71333333333333,74.31,,0.5,0.12370370370370375,2.0,0.7142857142857143,24.835789473684212,-40.34782608695652,-303.51654545454545,14.15,2019-11-20 09:39:44.747,0.0,0.16842105263157894,0.0,427.96,5.5,,,,,,i.O.
,0.9130952380952382,153.1438888888889,178.71366071428582,0.5,317.06451612903226,2.0,1.0,,74.3,,0.5,0.14660377358490564,9.75,0.75,24.83440000000001,42.354838709677416,-303.5222727272727,18.526315789473685,2019-11-20 09:40:06.948,248.3525,0.17727272727272733,4123.5,437.475,5.5,,,,,,i.O.
1.5,-0.4734567901234567,-298.87925,184.4346428571429,0.4923076923076923,316.97222222222223,0.0,1.0,27.68363636363637,,,0.5,0.16636363636363632,0.5,0.75,24.83636363636364,43.03846153846154,-302.6181081081081,16.181818181818183,2019-11-20 09:40:29.353,258.503,0.1807692307692308,3797.0,455.925,5.5,,,,,,i.O.
,-0.4408045977011496,244.09250000000003,172.23205357142857,0.5,317.26923076923083,1.75,0.6666666666666666,27.65,74.29,,0.5,0.1562962962962963,6.666666666666668,0.75,,-23.29166666666667,-302.6157657657658,13.73684210526316,2019-11-20 09:40:51.759,0.0,0.19090909090909086,-115.0,472.85666666666674,5.5,191.123,90.0,-396.42,,,i.O.
,-1.2505434782608702,945.5962857142856,177.79321428571438,0.5,317.4,1.0,1.0,27.64818181818182,,,0.5,0.12851851851851853,2.333333333333333,1.5714285714285714,,-93.15789473684212,-303.5139090909091,14.105263157894735,2019-11-20 09:41:14.203,1596.5826666666665,0.21,-17263.0,377.245,5.0,-17.468,2199.5,-384.465,,,i.O.
,-0.8159574468085107,289.08755555555564,183.51455357142868,0.5,317.5,1.75,1.0,,74.28,,0.5,0.21017857142857133,2.55,0.8333333333333334,,60.66666666666666,-303.5006363636364,20.4,2019-11-20 09:41:36.550,83.235,0.22941176470588234,3966.5,362.22,,,,,,,i.O.
1.5,-0.2061827956989248,-334.5488749999999,182.80732142857147,0.5074626865671642,317.3333333333333,2.25,1.0,27.615,74.27,,0.5,0.15452830188679248,1.0,0.8333333333333334,,178.125,-302.6174774774775,18.0,2019-11-20 09:41:58.977,337.001,0.2352941176470588,3980.5,380.655,,,,,,,i.O.
,-1.0752688171865147e-05,210.98725000000007,178.31508928571427,0.5,317.4166666666667,1.6,0.5,27.606666666666666,,,0.5,0.14962962962962967,10.5,0.8333333333333334,24.865,-58.4,-302.5972972972973,15.230769230769232,2019-11-20 09:42:21.358,-169.1775,0.2333333333333333,951.3333333333336,397.91,,,,,,,i.O.
,0.21788636363636432,943.4647142857144,180.98720720720715,0.4929577464788733,317.2619047619048,1.5,0.0,27.585,74.26,,0.5,0.14622641509433962,0.8571428571428571,0.7142857142857143,24.86588235294117,-113.53846153846152,-303.51754545454554,14.0,2019-11-20 09:42:43.874,,0.21923076923076928,0.0,412.96,5.5,,,,,,i.O.
1.5,0.6185483870967745,288.4658888888889,187.19946428571416,0.5,317.0555555555556,1.25,1.0,27.57,,,,0.13040000000000002,10.5,0.75,24.865,44.5625,-303.5004545454545,19.23529411764705,2019-11-20 09:43:05.971,-68.3475,0.2055555555555556,3966.5,421.975,5.5,,,,,,i.O.
,-8.881784197001253e-17,-333.38325,176.8375892857143,0.5076923076923077,317.1282051282052,1.5,1.0,27.555,74.25,,0.5,0.13259259259259262,1.0,0.8333333333333334,24.865,48.83333333333334,-302.618018018018,17.88888888888889,2019-11-20 09:43:28.451,-21.65466666666667,0.2055555555555556,3980.5,440.375,5.5,,,,,,i.O.
1.5,-0.4408045977011494,187.44075000000004,174.13125000000008,0.5,317.06976744186045,1.3333333333333333,1.0,27.554,74.24,,0.5,0.15153846153846154,2.8571428571428568,0.7142857142857143,,-13.133333333333333,-302.6166666666666,14.0,2019-11-20 09:43:50.774,83.912,0.18750000000000008,701.0,457.80666666666673,5.5,,,,,,i.O.
1.5,-0.4357954545454545,941.333,180.7490990990992,0.49206349206349204,317.17857142857144,1.6666666666666667,1.0,,,,0.5,0.13792452830188676,1.0,0.8,,-41.269230769230774,-303.5190909090909,13.31578947368421,2019-11-20 09:44:13.179,0.0,0.225,0.0,472.96,5.5,,,,,,i.O.
1.5,-0.2204022988505748,311.26133333333337,181.45460176991142,0.5,317.23809523809524,1.5,0.5,27.517777777777766,74.23,,0.5555555555555556,0.16553571428571426,16.0,1.625,24.901818181818186,26.0,-303.5144545454545,18.47058823529412,2019-11-20 09:44:35.381,1609.214666666667,0.2333333333333333,-12020.666666666664,401.13000000000005,5.5,87.34100000000002,1501.333333333333,-372.45000000000016,,,i.O.
1.5,6.87622002348484e-16,-275.56562499999995,172.00624999999994,0.5,317.35714285714283,2.0,0.5,27.52,,,0.4736842105263158,0.17277777777777778,0.75,0.8333333333333334,24.89904761904762,101.72727272727272,-302.617027027027,18.0,2019-11-20 09:44:58.009,351.889,0.2333333333333333,4135.5,364.795,4.5,,,,,,i.O.
1.5,-1.475,83.69549999999998,177.72901785714268,0.5,317.4,1.5,1.0,,74.22,,0.5,0.13075471698113209,2.0,0.8571428571428571,24.90153846153846,-9.222222222222221,-302.61765765765773,17.0,2019-11-20 09:45:20.385,79.175,0.1785714285714286,779.6666666666665,382.525,,,,,,,i.O.
,-0.3913265306122444,843.2497500000003,183.4510714285713,0.5079365079365079,317.5,0.0,1.0,,74.21,,0.5333333333333333,0.2079245283018868,8.6,0.75,,-170.54545454545453,-302.6068468468468,12.947368421052632,2019-11-20 09:45:42.871,-242.9385,0.205,3322.0,398.665,5.5,,,,,,i.O.
1.5,-0.6536931818181813,421.9745,178.45756756756745,0.4935064935064935,317.5,2.0,1.0,27.48363636363637,,,0.5,0.21163636363636365,0.5,0.7142857142857143,24.9,3.1538461538461537,-303.4188990825689,22.2,2019-11-20 09:46:05.245,,0.21,0.0,412.96,5.5,,,,,,i.O.
1.5,1.4589673913043468,-255.98237499999996,176.0731250000001,0.5,317.22222222222223,0.6666666666666666,0.6666666666666666,27.485,74.2,,0.4827586206896552,0.183888888888889,3.0,0.8333333333333334,,96.11111111111113,-302.6164864864865,19.857142857142858,2019-11-20 09:46:27.401,350.5355,0.225,4358.5,425.085,5.5,,,,,,i.O.
1.5,0.4357954545454548,41.96425000000005,183.23357142857148,0.5076923076923077,317.32258064516134,2.25,0.0,27.454210526315784,,,0.5128205128205128,0.15627450980392155,10.25,0.75,24.94,-38.888888888888886,-302.61819819819823,15.066666666666665,2019-11-20 09:46:49.802,-224.6675,0.19444444444444453,1404.333333333333,442.91,5.5,,,,,,i.O.
1.5,1.5607558139534885,803.8498750000001,181.66035714285712,0.5,317.3,2.0,0.5,27.455,74.19,,0.48,0.16907407407407404,5.833333333333332,0.6666666666666666,24.935,-91.58333333333331,-302.60756756756746,15.235294117647054,2019-11-20 09:47:12.210,192.18533333333332,0.21,4351.5,460.245,5.5,,,,,,i.O.
,0.8918604651162791,640.5221428571429,175.5318018018018,0.4931506849315068,317.25,0.0,1.0,,74.18,,0.5,0.14796296296296296,0.4,0.5714285714285714,24.935,131.8,-303.43743119266065,25.33333333333333,2019-11-20 09:47:34.601,0.0,0.2375,0.0,472.96,5.5,,,,,,i.O.
1.5,-0.22040229885057466,-178.515,176.00566371681407,0.5,317.14285714285717,1.8,0.6666666666666666,,,,0.5,0.12320754716981128,31.75,3.6666666666666665,,151.25,-302.61054054054057,17.11111111111111,2019-11-20 09:47:56.795,1594.7780000000002,0.18571428571428567,-12009.333333333336,387.5,5.333333333333333,56.515,1502.666666666667,-355.7466666666667,,,i.O.
,-0.8428571428571432,-103.97824999999992,180.5798214285714,0.5,317.4,1.6666666666666667,0.0,27.422000000000004,74.17,,0.5,0.14892857142857144,1.8846153846153848,0.8333333333333334,,-114.58333333333331,-302.62000000000006,13.454545454545455,2019-11-20 09:48:19.401,46.91866666666667,0.21764705882352944,871.3333333333335,367.96,,,,,,,i.O.
,-0.4079787234042553,700.5709999999997,183.08616071428574,0.5,317.3333333333333,1.75,1.0,27.425000000000004,74.16,,0.5,0.1309090909090909,12.333333333333336,0.75,24.965,-109.1818181818182,-302.6084684684685,14.764705882352946,2019-11-20 09:48:41.860,337.001,0.16538461538461546,4252.0,384.72,,,,,,,i.O.
,-0.6055263157894731,720.1877142857144,175.1654954954956,0.5,317.29729729729735,1.0,0.0,,,,0.5217391304347826,0.14490196078431372,0.4,0.7142857142857143,24.965999999999998,65.69230769230771,-303.4376146788992,17.95,2019-11-20 09:49:04.200,0.0,0.16129032258064518,0.0,397.96,,,,,,,i.O.
1.5,-0.20184210526315768,-71.572625,179.88258928571426,0.5,317.2682926829268,2.0,1.0,,74.15,,0.88,0.18703703703703706,1.0,0.8333333333333334,24.965,55.2,-303.52536363636364,20.08333333333333,2019-11-20 09:49:26.409,-165.11700000000005,0.15000000000000005,3584.5,410.655,,,,,,,i.O.
,0.2061827956989249,-252.019125,184.64919642857143,0.5,317.3076923076923,0.0,1.0,27.39,,,0.5135135135135135,0.17169811320754716,7.166666666666668,0.8333333333333334,,-57.46153846153846,-302.6203603603604,14.0,2019-11-20 09:49:48.809,65.86633333333333,0.16666666666666674,1053.6666666666667,428.05666666666673,,,,,,,i.O.
,-0.4168369565217389,542.97175,184.759017857143,0.5,317.1875,2.0,1.0,27.38600000000001,74.14,,0.4814814814814815,0.14537037037037034,11.333333333333336,0.6363636363636364,,-56.884615384615394,-302.6103603603604,15.235294117647054,2019-11-20 09:50:11.244,259.8565,0.15000000000000005,4351.5,445.245,5.5,,,,,,i.O.
,0.4168478260869571,841.6844285714287,177.2173873873874,0.5,317.29411764705884,0.6666666666666666,1.0,,74.13,,0.5,0.14654545454545456,0.4545454545454545,0.7142857142857143,,65.34615384615384,-303.4377981651376,22.25,2019-11-20 09:50:33.615,0.0,0.1583333333333334,0.0,457.96,5.5,,,,,,i.O.
1.5,-0.4214285714285712,37.50888888888889,184.24160714285733,0.5,317.54545454545456,2.0,0.6666666666666666,,,,0.5,0.1821428571428572,1.3333333333333333,0.75,,50.90909090909091,-303.52427272727266,17.5625,2019-11-20 09:50:55.830,-226.021,0.16428571428571434,3343.5,471.185,5.5,6.165,,,,,i.O.
,3.7396986092636855e-16,-271.369375,178.91991150442482,0.5,317.5,0.0,1.0,,74.12,,0.5,0.1698181818181818,19.25,1.875,24.995,-100.11764705882356,-302.59756756756764,13.473684210526311,2019-11-20 09:51:18.265,738.2895,0.15769230769230774,-8518.5,371.1225,5.333333333333333,20.551,1497.0,-339.44666666666666,,,i.O.
1.5,1.2370967741935486,463.93887500000005,175.50285714285718,0.5,317.5,1.5,0.6666666666666666,27.352857142857147,,,0.5,0.14799999999999994,3.75,0.75,24.996153846153845,-147.875,-302.6123423423424,14.882352941176471,2019-11-20 09:51:40.825,332.941,0.15357142857142864,4123.5,369.975,,,,,,,i.O.
1.5,-8.167157882300002e-17,894.1731428571428,174.93081081081084,0.5079365079365079,317.4736842105263,1.5,0.5,27.355,74.11,,0.5,0.1624528301886792,0.3333333333333333,0.8,24.995,204.28571428571428,-303.5168181818182,21.90909090909091,2019-11-20 09:52:03.244,0.0,0.15217391304347833,0.0,382.96,,,,,,,i.O.
1.5,0.4565476190476193,77.29722222222222,178.53513513513508,0.4929577464788733,317.2,2.0,0.0,27.355,74.1,,0.5135135135135135,0.1817307692307692,0.7,1.0,,89.0,-303.5232727272728,15.681818181818182,2019-11-20 09:52:25.431,-169.854,0.15000000000000008,3584.5,396.43,,,,,,,i.O.
,0.8816091954022989,-338.9783749999998,181.90821428571442,0.5,317.4074074074074,1.0,0.5,27.325,,,0.4864864864864865,0.1670909090909091,9.25,0.8333333333333334,,-81.47058823529412,-302.6184684684685,13.31578947368421,2019-11-20 09:52:47.826,15.789666666666667,0.15000000000000005,719.3333333333335,413.00666666666666,,,,,,,i.O.
,-4.332577657073782e-17,308.90400000000005,174.7241818181818,0.5,317.42857142857144,2.0,1.0,27.32428571428571,74.09,,0.5172413793103449,0.14444444444444446,13.666666666666664,0.75,25.03,-95.5,-302.6145945945946,14.842105263157894,2019-11-20 09:53:10.434,331.5875,0.15555555555555564,4123.5,430.245,5.5,,,,,,i.O.
,-0.21305555555555564,920.5507142857144,180.0455855855856,0.5079365079365079,317.175,1.5,0.0,,74.08,,0.4814814814814815,0.13711538461538464,0.3333333333333333,0.6666666666666666,25.03,54.52173913043478,-303.5170909090909,25.33333333333333,2019-11-20 09:53:32.684,0.0,0.1636363636363637,0.0,442.96,,,,,,,i.O.
,-0.6536931818181817,207.64566666666667,185.15045045045045,0.4927536231884058,317.25,1.75,1.0,,,,0.5,0.14111111111111113,0.5909090909090909,0.75,25.031176470588235,45.8,-303.5210909090909,17.5625,2019-11-20 09:53:54.835,-186.095,0.15000000000000008,3584.5,456.185,5.5,,,,,,i.O.
1.5,-0.3913265306122445,-338.04599999999994,180.8800892857143,0.5081967213114754,317.3157894736842,1.6666666666666667,1.3333333333333333,,74.07,,0.5151515151515151,0.14094339622641508,5.75,0.8333333333333334,25.03,-55.69230769230769,-302.6173873873874,14.166666666666664,2019-11-20 09:54:17.235,13.985,0.16206896551724145,-798.3333333333335,472.86,,51.377,176.0,-336.4,,,i.O.
1.5,-0.8247311827956991,178.58137499999995,179.24557522123902,0.4915254237288136,317.5,2.4,0.6666666666666666,27.287142857142854,,,0.4897959183673469,0.1877777777777778,9.0,1.3333333333333333,,-62.04545454545455,-302.61270270270273,15.923076923076925,2019-11-20 09:54:39.646,-93.38566666666668,0.14736842105263165,-8129.666666666668,368.94333333333327,5.0,-16.4405,2158.0,-324.175,,,i.O.
1.5,-0.21789772727272705,936.5371428571428,180.9845945945948,0.5,317.53333333333336,0.0,0.0,27.289999999999992,74.06,,0.5,0.11981132075471695,0.42857142857142855,0.7142857142857143,,84.8,-303.5187272727273,18.722222222222214,2019-11-20 09:55:02.249,0.0,0.15000000000000005,0.0,367.96,,,,,,,i.O.
,-1.1020114942528738,311.2613333333333,180.65285714285716,0.5,317.46666666666664,2.0,1.0,27.29,74.05,,0.5135135135135135,0.15875,1.75,0.8333333333333334,,86.5,-303.51809090909086,18.0625,2019-11-20 09:55:24.540,-209.78,0.15172413793103454,3343.5,380.925,5.5,,,,,,i.O.
,1.2642857142857151,-274.63325,173.5185714285715,0.5076923076923077,317.5,1.0,1.0,,,0.05,0.4838709677419355,0.15509090909090906,9.5,0.8333333333333334,25.065,-131.66666666666666,-302.617027027027,14.666666666666664,2019-11-20 09:55:46.897,21.6545,0.0709677419354839,776.0,397.96,,,,,,,i.O.
,2.292073341161613e-16,82.52987499999995,176.02598214285717,0.4923076923076923,317.5,1.25,0.6666666666666666,27.255,74.04,,0.5161290322580645,0.13824561403508775,13.666666666666664,0.75,25.065999999999995,-158.125,-302.61765765765773,16.6,2019-11-20 09:56:09.244,397.2285,0.07692307692307693,4123.5,414.72,5.5,,,,,,i.O.
,0.20618279569892511,854.44025,181.74580357142844,0.5,317.26923076923083,2.0,0.0,27.253846153846155,,,0.5,0.14345454545454547,0.4,0.75,25.065,110.8,-302.58864864864864,21.76923076923077,2019-11-20 09:56:31.691,-115.7175,0.13076923076923078,3797.0,433.155,5.5,,,,,,i.O.
,1.278333333333334,401.924875,179.7923423423423,0.5066666666666667,317.3703703703704,1.3333333333333333,0.5,27.25500000000001,74.03,0.05,0.4848484848484849,0.1443396226415094,0.5,0.7142857142857143,25.065,161.0,-303.43853211009184,19.30769230769231,2019-11-20 09:56:54.059,-77.145,0.09130434782608696,0.0,442.96,5.5,,,,,,i.O.
1.5,1.2926966292134827,-254.81675,174.80008928571425,0.4927536231884058,317.37142857142857,1.5,1.0,,74.02,0.05000000000000001,0.5,0.1475,5.833333333333332,0.7142857142857143,,-55.73684210526316,-302.6163063063064,13.888888888888893,2019-11-20 09:57:16.252,10.1505,0.05172413793103449,701.0,457.96,5.5,,,,,,i.O.
1.5,0.4168478260869565,76.4682500000001,180.52107142857133,0.5,317.3333333333333,1.0,0.5,,,0.05000000000000001,0.5,0.16309090909090904,10.2,2.0,,-50.55,-302.60000000000014,14.764705882352946,2019-11-20 09:57:38.654,412.7925,0.047826086956521734,-4665.5,471.095,5.571428571428571,166.46200000000005,1166.0,-320.96,,,i.O.
,0.7281645569620254,837.188125,184.754778761062,0.5,317.2894736842105,2.2,0.5,,74.01,0.05000000000000002,0.5625,0.19000000000000009,7.8,0.8888888888888888,,40.63636363636363,-302.6033333333333,21.76923076923077,2019-11-20 09:58:01.068,1096.2686666666666,0.05,-6153.333333333332,363.4333333333333,5.0,-25.6885,1670.5,-307.745,,,i.O.
1.5,0.2282738095238097,526.2192857142857,177.51792792792781,0.5064935064935064,317.1764705882353,0.5,0.0,,,0.05000000000000002,0.5,0.1590566037735849,0.4761904761904762,1.0,25.09615384615385,67.375,-303.4377981651376,20.454545454545453,2019-11-20 09:58:23.661,-110.9805,0.05172413793103449,0.0,367.96,,,,,,,i.O.
,-0.6688953488372092,-232.06942857142846,179.4213392857142,0.4927536231884058,317.2608695652174,1.6666666666666667,0.5,27.225,74.0,0.05,0.5,0.1574074074074074,12.0,0.7777777777777778,25.095,-70.36,-302.6154054054055,15.692307692307693,2019-11-20 09:58:45.863,4.0605,0.05,1258.6666666666667,383.04,,,,,,,i.O.
,-0.8522222222222222,-13.288749999999936,175.40526785714297,0.5,317.5,2.0,1.0,27.22363636363637,73.99,0.05116279069767443,0.5172413793103449,0.1276923076923077,4.125,1.1666666666666667,,-147.375,-302.6198198198198,16.666666666666668,2019-11-20 09:59:08.287,409.409,0.04666666666666666,4422.0,401.105,5.5,,,,,,i.O.
1.5,-0.6055263157894736,769.5790000000003,180.97544642857144,0.5072463768115942,317.5,1.0,1.2,,,0.048484848484848485,0.5,0.20649122807017534,5.5,0.8571428571428571,,151.71428571428572,-302.60855855855857,20.071428571428573,2019-11-20 09:59:30.688,24.361666666666665,0.05,1763.5,420.025,5.5,,,,,,i.O.
1.5,3.1579677144893343e-16,639.4562857142857,184.2633333333334,0.5,317.15384615384613,1.5,0.0,27.19384615384616,73.98,0.052380952380952375,0.48,0.1672727272727273,0.3333333333333333,0.8,,7.3076923076923075,-303.4162385321101,15.266666666666667,2019-11-20 09:59:53.187,0.0,0.05000000000000001,230.5,427.985,5.5,,,,,,i.O.
,-0.6055263157894735,-198.76442857142857,177.2402678571429,0.4912280701754386,317.3478260869565,1.75,0.6666666666666666,27.195,,0.05000000000000001,0.5,0.11788461538461535,21.0,1.0,,-60.0,-302.59612612612625,14.923076923076925,2019-11-20 10:00:15.310,411.439,0.057142857142857134,3322.0,444.245,5.5,,,,,,i.O.
,-0.20842391304347813,-12.122999999999962,182.96008928571428,0.5,317.1851851851852,1.5,0.5,,73.97,0.048,0.5135135135135135,0.13884615384615387,2.142857142857143,0.875,,15.32,-302.61891891891895,21.58333333333333,2019-11-20 10:00:37.707,37.219,0.05,4358.5,462.585,5.5,,,,,,i.O.
,0.4123655913978496,769.3458750000003,188.68017857142846,0.5,317.2857142857143,1.5,0.5,,73.96,0.05135135135135137,0.5,0.12370370370370365,14.25,2.0,25.125882352941176,88.35,-302.6086486486487,20.285714285714285,2019-11-20 10:01:00.133,-132.184,0.04838709677419355,-16437.5,454.8,5.7142857142857135,199.343,4109.0,-301.89,,,i.O.
,0.6321428571428577,668.7647142857143,178.33026785714284,0.5072463768115942,317.5,1.6666666666666667,0.5,,,0.05000000000000001,0.5,0.16250000000000006,19.5,1.1666666666666667,25.125,-12.4375,-303.4342201834864,14.705882352941178,2019-11-20 10:01:22.512,357.3025,0.05,-996.0,353.2033333333334,4.5,-4.11,194.0,-291.475,,,i.O.
,1.7235955056179777,-139.88114285714286,180.83812499999996,0.4925373134328358,317.5,1.75,0.5,,73.95,0.04857142857142858,0.4848484848484849,0.14634615384615388,8.2,0.75,,-200.25,-302.61306306306307,13.923076923076925,2019-11-20 10:01:44.907,-60.904,0.05172413793103449,2748.5,368.835,5.5,,,,,,i.O.
1.5,0.605526315789474,-88.35825000000004,178.05241071428574,0.5,317.5,1.0,0.0,27.163636363636364,,0.05,0.5,0.13849056603773582,5.0,0.875,,-11.25,-302.60153153153163,20.076923076923077,2019-11-20 10:02:07.395,-46.91866666666667,0.04814814814814815,4426.5,387.0,5.5,,,,,,i.O.
,-0.22296511627906931,698.23975,182.32026785714282,0.5,317.3333333333333,2.0,1.0,27.16500000000001,73.94,0.05000000000000002,0.5151515151515151,0.1588461538461539,3.25,0.8333333333333334,,211.5,-302.6084684684685,22.58333333333333,2019-11-20 10:02:29.832,410.7625,0.05,1460.0,404.895,5.5,,,,,,i.O.
,-0.2396875000000001,683.6852857142858,174.17432432432446,0.5070422535211268,317.1304347826087,0.0,0.5,,73.93,0.05,0.5,0.15875000000000006,0.3333333333333333,0.8,25.155,25.33333333333333,-303.4175229357798,21.0,2019-11-20 10:02:52.123,0.0,0.05000000000000001,57.5,412.96,5.5,,,,,,i.O.
,-0.21544943820224696,-139.08185714285716,178.09812500000007,0.4918032786885246,317.3870967741936,1.6666666666666667,0.5,,,0.05,0.5151515151515151,0.14945454545454542,8.2,0.8333333333333334,25.15565217391304,-86.61111111111109,-302.61306306306307,13.117647058823529,2019-11-20 10:03:14.322,4.962666666666668,0.05600000000000002,2748.5,428.665,5.5,,,,,,i.O.
,-1.7044444444444442,-173.91875,183.81830357142863,0.5,317.3030303030303,2.0,1.0,,73.92,0.05000000000000001,0.4838709677419355,0.17173076923076927,6.333333333333332,1.0,25.155,-30.65,-302.6202702702703,17.352941176470587,2019-11-20 10:03:36.731,341.73800000000006,0.05,4466.5,446.7,5.5,,,,,,i.O.
