,Unnamed: 0,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_X1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Main_Spindle.Temperature_Spindle,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,12430012063.Energy_Savings.Active_Power_Y1,12430012063.C1_Axis.Actual_Power,12430012063.Maintenance_Package.Tool_Changer_Main,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
58,58,,-12.326642857142856,300.459,276.49833333333333,193.0596551724138,0.5,951.4117647058824,2.0,0.75,0.08,,0.6,0.12142857142857146,19.5,0.7142857142857143,362.2,-309.47357142857135,26.6,2019-12-16 08:30:46.066,,3049.5,403.9,20.825,,,,,3.5,,i.O.,n.i.O.,i.O.,23,59
59,59,6.0,-4.971222222222225,-148.876,466.3948,175.43344827586205,0.5,951.5,1.6,1.0,0.1,,0.5,0.1285714285714286,1.3333333333333333,0.7142857142857143,211.25,-309.50999999999993,24.4,2019-12-16 08:30:51.867,,4466.5,421.87,20.825,74.37,,,,,,i.O.,n.i.O.,i.O.,23,60
60,60,7.0,-15.839956521739133,-110.9805,112.37125,181.56142857142865,0.5,951.5,1.6,0.75,0.08,,0.5,0.12749999999999995,8.0,0.6,264.6666666666667,-312.7618518518518,18.4,2019-12-16 08:30:57.665,,2775.0,439.44,20.825,,,,,,,n.i.O.,n.i.O.,i.O.,23,61
61,61,6.5,-11.641857142857145,347.152,-103.07666666666664,169.95206896551724,0.5,951.5,2.2,1.0,0.05,,0.5,0.13000000000000006,4.0,0.7142857142857143,-60.714285714285715,-312.7611111111112,14.181818181818182,2019-12-16 08:31:03.414,,242.5,455.31,20.825,,,,,,,i.O.,n.i.O.,i.O.,23,62
62,62,,-12.326642857142858,211.81,381.5423571428572,187.20103448275864,0.4666666666666667,951.5333333333333,1.8333333333333333,0.3333333333333333,0.05,,0.5,0.14857142857142858,5.0,0.75,0.1111111111111111,-309.5182142857143,17.363636363636363,2019-12-16 08:31:09.065,,518.5,462.9,,,,,,,,i.O.,n.i.O.,i.O.,23,63
63,63,7.0,-14.546413793103447,1536.581,575.6319090909091,174.36666666666667,0.5,951.470588235294,2.0,0.8,0.08750000000000001,0.05,0.5,0.17357142857142854,13.428571428571427,1.7142857142857142,388.9,-309.53107142857135,27.11111111111111,2019-12-16 08:31:14.868,,-12013.333333333336,397.7,,,1503.666666666667,-311.31,61.65266666666667,,,n.i.O.,n.i.O.,i.O.,23,64
64,64,6.0,-14.203555555555555,-32.03066666666667,150.80528571428567,174.77344827586208,0.5,951.5,1.8571428571428568,1.0,0.06666666666666668,,0.5,0.07928571428571429,0.8333333333333334,0.7142857142857143,200.125,-309.50821428571425,24.11111111111111,2019-12-16 08:31:20.875,,4466.5,361.87,,,,,,,,n.i.O.,n.i.O.,i.O.,23,65
65,65,7.0,-4.424961538461538,0.0,-185.57541666666665,179.57035714285718,0.5,951.5333333333333,0.5,0.8333333333333334,0.1,,0.5,0.15076923076923074,9.333333333333334,0.5714285714285714,232.88888888888889,-312.76555555555564,17.818181818181817,2019-12-16 08:31:26.666,26.605,2775.0,379.44,,,,,,3.5,,i.O.,n.i.O.,i.O.,23,66
66,66,6.5,-14.203555555555555,349.18199999999996,-147.3412727272727,169.29206896551725,0.5,951.4666666666667,2.0,1.0,0.05,,0.5,0.18466666666666667,2.5,0.7142857142857143,44.1,-312.7644444444445,16.5,2019-12-16 08:31:32.266,,242.5,395.31,,74.36,,,,,,n.i.O.,n.i.O.,i.O.,23,67
67,67,,-6.8482142857142865,202.33599999999998,333.49993749999993,186.54068965517243,0.5,951.5,1.5,0.3333333333333333,,,0.42857142857142855,0.2676923076923077,21.0,0.8571428571428571,249.77777777777774,-309.5164285714285,24.90909090909091,2019-12-16 08:31:38.059,,518.5,402.9,,,,,,3.5,,i.O.,n.i.O.,i.O.,23,68
68,68,,-7.8119259259259275,-204.36599999999999,569.1889090909091,178.96,0.5,951.5,1.5,1.0,0.05,,0.5714285714285714,0.19666666666666668,1.6666666666666667,0.8571428571428571,368.8,-309.54428571428576,21.76923076923077,2019-12-16 08:31:43.868,,3322.0,419.115,,,,,,,,n.i.O.,n.i.O.,i.O.,23,69
69,69,6.0,-13.885275862068967,-33.384,149.7395,171.38,0.5384615384615384,951.5,1.6666666666666667,0.5,0.1,,0.4444444444444444,0.13153846153846155,5.5,0.7142857142857143,89.625,-309.50999999999993,18.5,2019-12-16 08:31:49.661,,4466.5,436.87,,,,,,,,i.O.,n.i.O.,i.O.,23,70
70,70,7.0,-12.072888888888894,0.0,-188.83925,177.06214285714282,0.42857142857142855,951.5,1.0,1.0,0.04,0.05,0.5714285714285714,0.1886666666666667,7.0,0.5,184.375,-312.7618518518518,14.2,2019-12-16 08:31:55.522,26.605,2775.0,454.44,,,,,,,,i.O.,n.i.O.,i.O.,23,71
71,71,6.5,-5.681444444444442,347.8285,-156.6667,178.3110344827586,0.5333333333333333,951.5,1.6,0.5,0.13333333333333333,,0.5,0.16538461538461538,4.2,0.875,-9.666666666666666,-312.76703703703714,16.818181818181817,2019-12-16 08:32:01.066,26.605,242.5,470.31,,,,,,,,i.O.,i.O.,i.O.,23,72
72,72,7.0,-26.022892857142853,-99.2506666666665,400.7056153846154,187.41,0.4666666666666667,951.5454545454544,2.0,0.8,0.08333333333333333,,0.42857142857142855,0.12615384615384614,12.142857142857142,1.625,253.77777777777774,-309.50714285714287,23.153846153846153,2019-12-16 08:32:06.868,,-11975.333333333336,405.7,,,1503.333333333333,-296.1,22.606000000000005,3.5,,n.i.O.,n.i.O.,i.O.,23,73
73,73,,-15.868793103448276,-210.4565,520.9795,165.88586206896554,0.5,951.5,1.2,1.0,0.15,,0.6,0.18833333333333327,2.5,0.8571428571428571,223.0,-309.5425,23.72727272727273,2019-12-16 08:32:12.870,26.605,3322.0,359.115,20.855,74.35,,,,,,n.i.O.,n.i.O.,n.i.O.,23,74
74,74,6.0,-9.587346153846154,74.43799999999997,63.53726666666668,183.13379310344826,0.5,951.4615384615383,1.6666666666666667,0.5,0.15,,0.5,0.11928571428571433,5.5,0.6666666666666666,262.0,-309.5057142857142,18.8,2019-12-16 08:32:18.665,26.605,4466.5,376.87,20.858,,,,,,,n.i.O.,n.i.O.,i.O.,23,75
75,75,7.0,-15.979000000000001,0.0,42.04909090909093,175.07392857142855,0.5,951.4375,1.0,1.0,0.15000000000000002,,0.4,0.15214285714285716,5.0,0.5714285714285714,-72.16666666666667,-312.7618518518518,13.75,2019-12-16 08:32:24.477,26.605,2775.0,394.44,20.851999999999997,,,,,,,n.i.O.,n.i.O.,n.i.O.,23,76
76,76,6.5,-11.901551724137931,79.175,468.26871428571417,177.65172413793098,0.5,951.5,2.2,0.75,0.15000000000000002,,0.5555555555555556,0.10600000000000002,7.333333333333332,0.7142857142857143,165.36363636363637,-312.76555555555564,16.818181818181817,2019-12-16 08:32:30.110,26.605,242.5,410.31,20.857142857142858,,,,,,,n.i.O.,n.i.O.,n.i.O.,23,77
77,77,,-14.572800000000004,-263.24,354.24899999999985,182.48724137931038,0.5,951.3888888888887,1.6,1.0,0.18,,0.5,0.11454545454545455,7.166666666666668,0.8571428571428571,249.77777777777774,-309.5164285714285,24.90909090909091,2019-12-16 08:32:35.871,26.605,518.5,417.9,20.855,,,,,,,i.O.,n.i.O.,i.O.,23,78
78,78,,-8.7885,16.692333333333334,46.11854545454543,174.90758620689653,0.5,951.5,2.0,0.5,0.1111111111111111,,0.5,0.12230769230769233,2.5,0.8571428571428571,304.22222222222223,-309.5432142857143,21.76923076923077,2019-12-16 08:32:41.666,26.608,3322.0,434.115,,,,,,,,n.i.O.,n.i.O.,n.i.O.,23,79
79,79,6.0,-14.749846153846153,420.2365,-246.5296363636364,179.74172413793102,0.5,951.5,1.8,1.0,0.11666666666666667,,0.5,0.14833333333333334,10.5,0.8,262.3,-309.50857142857143,17.571428571428573,2019-12-16 08:32:47.469,26.605,4466.5,451.87,,,,,,3.5,,i.O.,n.i.O.,i.O.,23,80
80,80,7.0,-10.715352941176473,0.0,50.978916666666706,180.76666666666665,1.4,906.190476190476,1.2857142857142858,0.5,0.04,0.1,0.42857142857142855,0.15842105263157896,3.2,0.8,-62.42857142857143,-312.7588888888889,14.333333333333336,2019-12-16 08:32:53.358,26.605,2775.0,469.44,,74.34,,,,,4997481.0,n.i.O.,n.i.O.,n.i.O.,23,81
